RANK,NAME,LANGUAGE,TYPE,MOST_STREAMED_GAME,2ND_MOST_STREAMED_GAME,AVERAGE_STREAM_DURATION,FOLLOWERS_GAINED_PER_STREAM,AVG_VIEWERS_PER_STREAM,AVG_GAMES_PER_STREAM,TOTAL_TIME_STREAMED,TOTAL_FOLLOWERS,TOTAL_VIEWS,TOTAL_GAMES_STREAMED,ACTIVE_DAYS_PER_WEEK,MOST_ACTIVE_DAY,DAY_WITH_MOST_FOLLOWERS_GAINED
596,bananirou,Spanish,personality,Just Chatting,Grand Theft Auto: San Andreas,4.4,4900,516,2.6,5405,572000,6020000,216,3.6,Saturday,Monday
597,olgaenvivo,Spanish,personality,Just Chatting,Talk Shows & Podcasts,6.2,6160,0,1.0,1407,148000,0,2,4.6,Wednesday,Sunday
598,elglogloking,Spanish,personality,Just Chatting,Fall Guys,4.2,4250,1710,2.2,3362,330000,133000,227,5.6,Tuesday,Saturday
599,putupau,Spanish,personality,Genshin Impact,Rust,6.3,2690,49,1.9,11028,450000,8170000,123,4.4,Friday,Wednesday
600,klean,English,personality,Escape from Tarkov,Project Zomboid,7.8,1500,9068,1.3,198,427000,25800000,156,6.6,Wednesday,Wednesday
601,iateyourpie,English,personality,Pokemon FireRed/LeafGreen,Mafia.gg,8.4,280,6269,1.4,20644,153000,26900000,397,6.3,Tuesday,Tuesday
602,liminhag0d,Portuguese,personality,Counter-Strike,Just Chatting,15.4,5940,234,2.7,16056,641000,25300000,255,5.5,Thursday,Friday
603,sneakylol,English,personality,League of Legends,World of Warcraft,8.7,3980,40331,2.2,20165,1760000,141000000,275,5.9,Thursday,Monday
604,gmhikaru,English,personality,Chess,Chess (4),4.7,1239,112386,1.2,6679,1910000,175000000,59,4.0,Tuesday,Tuesday
605,snopey_,Portuguese,personality,Just Chatting,Minecraft,3.5,4730,9910,1.6,4456,607000,1270000,72,5.5,Sunday,Monday
606,goodtimeswithscar,English,personality,Minecraft,Phasmophobia,2.6,1401,4185,1.0,9330,525000,1640000,12,0.9,Saturday,Thursday
607,fl0m,English,personality,Counter-Strike,VALORANT,8.7,1960,1893,1.4,23045,879000,73400000,181,6.7,Tuesday,Sunday
608,lamc,English,personality,Music,Variety,4.3,1080,37008,1.1,980,2500,852000,2,0.1,Wednesday,Wednesday
609,strippin,English,personality,League of Legends,For Honor,7.0,930,10996,1.7,16291,331000,26800000,506,5.9,Thursday,Tuesday
610,hudson_om,Portuguese,personality,Virtual Casino,,14.1,-4240,0,1.0,560,1,0,1,2.3,Wednesday,Thursday
611,by_owl,Russian,personality,Just Chatting,Dota 2,3.9,2710,9997,2.0,8461,528000,20100000,185,5.3,Wednesday,Tuesday
612,begizo,Russian,personality,Casino,,5.3,20,0,1.0,110,2,0,1,0.6,Monday,Sunday
613,lynxcerezlol,Turkish,personality,League of Legends,Just Chatting,4.0,1830,5867,1.1,4393,217000,6950000,23,3.1,Wednesday,Sunday
614,midbeast,English,personality,League of Legends,Teamfight Tactics,6.4,4040,20691,1.0,12887,841000,43000000,25,5.2,Tuesday,Monday
615,derzko69,Russian,personality,Just Chatting,Minecraft,3.1,2208,0,2.2,9450,669000,151,183,2.2,Saturday,Thursday
616,jidionpremium,English,personality,Just Chatting,Grand Theft Auto V,3.6,6449,12778,1.5,1920,368000,728000,14,0.3,Thursday,Saturday
617,emilyywang,English,personality,Teamfight Tactics,Fortnite,6.0,1580,3159,1.6,9673,234000,4700000,110,4.5,Thursday,Monday
618,jeanmassiet,French,personality,Talk Shows & Podcasts,Just Chatting,4.0,1510,5751,1.1,973,236000,11500000,65,3.8,Tuesday,Sunday
619,dracon,German,personality,Just Chatting,FINAL FANTASY XIV ONLINE,5.8,280,4772,1.3,13512,67600,11200000,335,5.9,Sunday,Sunday
620,helin139,Russian,personality,Counter-Strike,Just Chatting,4.0,1167,0,2.1,144,454000,0,71,3.8,Saturday,Sunday
621,thedandangler,English,personality,Just Chatting,Call of Duty: Warzone,4.7,5400,6655,1.5,4963,616000,7590000,27,4.2,Monday,Sunday
622,matarakan,English,personality,Just Chatting,HELLDIVERS 2,5.2,1398,0,1.9,8410,218000,0,45,5.0,Thursday,Monday
623,iamcristinini,Spanish,personality,Just Chatting,Grand Theft Auto V,5.6,163,46649,1.9,11573,3220000,92200000,163,5.3,Monday,Monday
624,footballbromance,German,personality,Sports,Sports,2.9,2470,15787,1.1,9750,90200,5620000,8,1.8,Wednesday,Wednesday
625,jukes,Portuguese,personality,League of Legends,Just Chatting,5.3,1398,81549,1.8,8884,1840000,107000000,79,4.2,Tuesday,Tuesday
626,rockykramer,English,personality,Music,Assassin's Creed Valhalla,2.3,50,7300,1.1,109,2400,348000,76,2.2,Wednesday,Wednesday
627,brokybrawkstv,French,personality,Call of Duty: Warzone,VALORANT,4.3,2930,3634,1.6,4625,298000,3570000,93,3.0,Tuesday,Saturday
628,skill4ltu,English,personality,World of Tanks,Resident Evil 4,7.5,1380,9181,1.0,16166,331000,21800000,3,5.5,Tuesday,Saturday
629,xarola_,Portuguese,personality,VALORANT,ELDEN RING,8.0,2970,3590,1.6,8152,296000,359000,217,3.2,Monday,Tuesday
630,traytonlol,French,personality,League of Legends,Rocket League,5.3,1510,4598,1.0,6063,201000,6130000,15,3.2,Monday,Monday
631,meduska,Polish,personality,Just Chatting,Counter-Strike,5.8,6940,5500,1.6,1724,231000,183000,34,1.7,Sunday,Saturday
632,ferretsoftware,English,personality,Animals Aquariums and Zoos,,23.9,3710,0,1.0,10655,85900,0,1,7.0,Thursday,Monday
633,willerz,English,personality,Escape from Tarkov,DayZ,7.2,1700,4904,1.1,15497,390000,11200000,77,6.1,Monday,Sunday
634,datmodz,English,personality,Path of Exile,Lost Ark,9.8,1150,12454,1.1,23204,432000,48200000,111,6.7,Friday,Sunday
635,altair,French,personality,Just Chatting,Monster Hunter: World,7.7,530,6913,1.5,15535,109000,14200000,631,6.1,Sunday,Sunday
636,vymago,Russian,personality,Casino,,16.3,120,0,1.0,650,23,0,1,2.5,Thursday,Saturday
637,kxpture,English,personality,Call of Duty: Warzone,Call of Duty: Modern Warfare III,6.2,4020,9730,1.1,6473,428000,1040000,18,5.6,Sunday,Sunday
638,titanlol1,Portuguese,personality,League of Legends,VALORANT,4.0,8620,10706,1.2,1923,334000,4150000,21,1.2,Thursday,Sunday
639,maxim,German,personality,Teamfight Tactics,League of Legends,4.8,2550,11892,1.9,8609,479000,22300000,468,5.1,Sunday,Sunday
640,malchugov,Russian,personality,Dota 2,Counter-Strike,4.0,1290,46619,1.3,1997,71600,26500000,15,1.8,Monday,Monday
641,edizderbreite,German,personality,Grand Theft Auto V,Just Chatting,4.7,3300,2658,2.2,5085,318000,2570000,95,2.8,Tuesday,Tuesday
642,dz7baile,English,personality,Virtual Casino,,2.9,10,0,1.0,320,30000,0,1,1.6,Tuesday,Wednesday
643,wudijo,English,personality,Diablo III,Diablo IV,7.7,2070,6323,1.2,13297,360000,11300000,48,4.4,Saturday,Monday
644,dota2_maincast,Ukrainian,personality,Dota 2,Sports,13.1,1770,0,1.0,4845,99900,286,3,3.4,Sunday,Sunday
645,popo,Polish,personality,Just Chatting,League of Legends,4.6,8010,20163,2.0,3462,461000,11600000,119,2.2,Friday,Sunday
646,itsspoit,English,personality,Tom Clancy's Rainbow Six Siege,Variety,3.5,9670,6158,1.1,1822,512000,3260000,21,1.9,Saturday,Monday
647,staryuuki,Spanish,personality,Just Chatting,Food & Drink,4.5,2104,26495,2.2,7725,3360000,42300000,183,4.8,Wednesday,Sunday
648,controcalcio__,Italian,personality,Sports,Talk Shows & Podcasts,2.5,2550,1610,1.0,4740,59100,37100,3,1.2,Monday,Monday
649,alderiate,French,personality,League of Legends,Path of Exile,4.9,3550,22342,1.2,569,447000,26900000,78,3.0,Sunday,Saturday
650,trebor,Spanish,personality,Brawl Stars,Fall Guys,2.6,5010,178,1.0,2812,554000,1970000,15,5.1,Tuesday,Monday
651,juanicar_,Spanish,personality,Just Chatting,,1.4,4203,0,1.0,690,207000,0,1,2.9,Monday,Saturday
652,axtlol,Portuguese,personality,League of Legends,Teamfight Tactics,6.9,4750,31951,1.6,1316,897000,60800000,90,4.8,Saturday,Thursday
653,gcxevent,English,personality,Destiny 2,Destiny,12.9,2476,387406,4.1,1407,236000,32000000,126,0.3,Friday,Wednesday
654,imls,English,esports,League of Legends,Teamfight Tactics,6.1,3630,22513,1.0,9609,659000,40100000,21,4.0,Sunday,Saturday
655,poinemaia,Turkish,personality,Knight Online,Rise Online,4.8,750,2410,1.2,3831,62000,199000,11,5.8,Tuesday,Sunday
656,cs2_maincast,Ukrainian,personality,Counter-Strike,EA Sports FC 24,8.8,3720,4070,1.0,3944,186000,203000,3,4.0,Saturday,Sunday
657,vatira_,French,personality,Rocket League,VALORANT,1.8,7670,2380,1.2,2420,91400,28500,8,0.9,Tuesday,Friday
658,yoshinama222,Japanese,personality,Street Fighter 6,Apex Legends,3.4,2590,1488,1.1,2115,193000,1100000,54,2.9,Friday,Sunday
659,kaysan,English,personality,Grand Theft Auto V,Just Chatting,5.8,5970,7240,1.8,2221,217000,264000,39,2.1,Wednesday,Thursday
660,buxexa_y,Portuguese,personality,Virtual Casino,Slots,18.7,410,0,1.6,1120,1500,0,2,1.6,Tuesday,Saturday
661,papesan,French,personality,Just Chatting,Variety,4.0,6710,1149,1.1,2437,433000,741000,17,2.7,Wednesday,Sunday
662,paivinha29,Portuguese,personality,FIFA 22,FIFA 23,5.6,2230,1254,1.1,6622,285000,1600000,13,5.6,Friday,Sunday
663,cinna,English,personality,Just Chatting,ELDEN RING,2.9,2140,6030,1.8,27,163000,460000,178,2.9,Sunday,Tuesday
664,alphasniper97,Spanish,personality,Call of Duty: Warzone,Call of Duty: Modern Warfare II,2.5,5530,3862,1.1,2153,589000,3850000,71,5.2,Saturday,Sunday
665,guanweiboy,Chinese,personality,League of Legends,Just Chatting,5.2,960,9655,1.5,6407,132000,13300000,89,3.6,Tuesday,Monday
666,qusazytu,Russian,personality,Casino,,6.0,0,0,1.0,60,0,0,1,0.2,Thursday,Monday
667,buxexa_l,Portuguese,personality,Virtual Casino,Slots,12.9,110,0,1.5,260,1300,0,2,0.7,Monday,Tuesday
668,alphacast,French,esports,Overwatch,Just Chatting,5.4,3670,25016,1.6,9101,623000,40900000,356,4.3,Friday,Sunday
669,elwycco,Russian,personality,Just Chatting,Space Station 13,5.3,4180,21509,2.6,3007,242000,12000000,239,1.9,Thursday,Sunday
670,silvervale,English,personality,Just Chatting,Black Desert,4.9,7510,7055,1.8,3496,484000,4550000,214,2.2,Friday,Wednesday
671,ilame,Russian,personality,Path of Exile,PUBG: BATTLEGROUNDS,8.9,1510,20014,1.9,22635,408000,53800000,367,6.5,Thursday,Thursday
672,impulsesv,English,personality,Minecraft,Phasmophobia,2.8,4460,2947,1.0,2387,362000,2360000,42,3.4,Friday,Sunday
673,france_tv_slash,French,personality,Just Chatting,Special Events,2.7,7100,16542,1.1,2540,65500,1520000,11,0.3,Monday,Friday
674,burkeblack,English,personality,Just Chatting,Star Citizen,9.4,1050,13541,1.9,21547,325000,35200000,1193,5.8,Saturday,Monday
675,kspksp,Chinese,personality,Just Chatting,Apex Legends,6.3,1090,5038,1.7,89,156000,7160000,285,5.7,Sunday,Sunday
676,qudegam,Russian,personality,Casino,,4.1,70,0,1.0,80,7,0,1,2.0,Tuesday,Tuesday
677,qttsix,Chinese,personality,FINAL FANTASY XIV ONLINE,Just Chatting,8.6,780,15157,1.5,20019,214000,39000000,233,6.0,Thursday,Sunday
678,santutu,Spanish,personality,Just Chatting,Slots,2.1,8530,156,1.4,2123,766000,1400000,38,3.5,Thursday,Thursday
679,stintik,Russian,personality,Just Chatting,Counter-Strike,3.7,3300,3182,1.7,4977,545000,5240000,290,3.5,Tuesday,Tuesday
680,tonton,French,personality,World of Warcraft,Just Chatting,5.7,1720,13572,1.6,15024,477000,37200000,536,6.7,Thursday,Monday
681,llunaclark,Spanish,personality,Just Chatting,IRL,4.7,4460,3196,1.3,4204,420000,3010000,65,3.3,Tuesday,Saturday
682,rezreel,English,personality,ROBLOX,League of Legends,3.7,1367,4340,1.5,2969,1110000,351000,23,4.4,Friday,Wednesday
683,frg_ix,Russian,personality,Casino,,4.9,10,0,1.0,100,1300,0,1,1.1,Tuesday,Wednesday
684,dep_ow,Japanese,personality,PUBG: BATTLEGROUNDS,VALORANT,4.4,3860,3487,1.1,1211,111000,1000000,14,0.9,Sunday,Sunday
685,hudson_jk,Portuguese,personality,Virtual Casino,,8.6,3820,0,1.0,170,1300,0,1,0.7,Tuesday,Tuesday
686,grubby,English,personality,Warcraft III,Heroes of the Storm,7.1,1600,15279,1.5,279,628000,72000000,132,6.6,Monday,Sunday
687,oslo,French,personality,Fortnite,VALORANT,5.0,1630,2917,1.4,5649,224000,4019999,104,3.2,Wednesday,Sunday
688,unicornio,Spanish,personality,Just Chatting,Fortnite,3.1,8670,10442,1.9,5022,1200000,14500000,360,5.1,Wednesday,Monday
689,cr_rion,Japanese,personality,VALORANT,PUBG: BATTLEGROUNDS,4.0,1790,3077,1.1,4214,232000,3980000,43,2.9,Wednesday,Sunday
690,asiagodtonegg3be0,Chinese,personality,League of Legends,Just Chatting,7.0,2250,76883,1.5,635,565000,209000000,83,2.3,Sunday,Sunday
691,uzra,Chinese,personality,Hearthstone,Just Chatting,10.2,680,33673,1.7,25104,240000,105000000,327,6.3,Saturday,Sunday
692,ybicanoooobov,Russian,personality,Dota 2,Heroes Arena,5.8,2300,34737,1.0,14575,670000,87700000,2,6.4,Wednesday,Saturday
693,ta1yo_tv,Japanese,personality,Overwatch,Overwatch 2,4.5,2240,3772,1.3,5214,286000,4820000,56,3.1,Tuesday,Tuesday
694,shxtou,English,personality,Just Chatting,Minecraft,4.1,1516,1611,1.6,3941,1270000,1350000,369,4.2,Saturday,Wednesday
695,towelliee,English,personality,World of Warcraft,New World,10.0,1560,27657,1.2,25611,967000,174000000,180,6.5,Thursday,Friday
696,kenki521,Japanese,personality,Just Chatting,Rust,5.8,2380,650,1.4,4306,255000,95100,168,2.1,Wednesday,Monday
697,gtasty,German,personality,Grand Theft Auto V,Slots,5.3,1220,3001,1.6,6239,132000,3370000,54,4.6,Sunday,Sunday
698,vgbootcamp,English,esports,Super Smash Bros. Ultimate,Super Smash Bros. Melee,5.8,1950,24689,1.3,13459,650000,95200000,73,5.2,Wednesday,Sunday
699,skipnho,Portuguese,personality,PUBG: BATTLEGROUNDS,Virtual Casino,7.2,6110,36647,1.6,16823,1290000,77900000,202,6.0,Tuesday,Sunday
700,morgpie,English,personality,Fitness & Health,Just Chatting,4.7,9640,2190,1.5,193,343000,78500,94,2.2,Thursday,Saturday
701,dmf_kyochan,Japanese,personality,Apex Legends,ARK: Survival Evolved,11.2,1760,13609,1.4,16528,300000,23100000,206,5.4,Friday,Sunday
702,cyr,English,personality,Grand Theft Auto V,Just Chatting,6.1,3320,10443,1.8,12039,629000,19800000,384,5.1,Tuesday,Tuesday
703,stankrat,English,personality,Escape from Tarkov,Dungeons & Dragons,7.4,2990,70,1.1,5759,216000,6100,24,2.2,Monday,Sunday
704,5opka,Russian,personality,Just Chatting,Minecraft,4.7,7660,209,2.0,3721,628000,1740000,109,2.0,Tuesday,Saturday
705,haiset,Czech,personality,Just Chatting,Minecraft,5.5,1190,2426,2.3,573,131000,2670000,270,6.1,Monday,Saturday
706,mithrain,Turkish,personality,PUBG: BATTLEGROUNDS,Escape from Tarkov,5.4,8190,4756,1.7,11158,1720000,99000000,171,5.3,Friday,Saturday
707,huahed,Thai,personality,PUBG: BATTLEGROUNDS,Grand Theft Auto V,6.9,1410,3661,1.5,7001,172000,4510000,65,2.7,Thursday,Tuesday
708,ikoma_dogura,Japanese,personality,Street Fighter 6,VALORANT,7.4,1770,0,1.8,4019,115000,0,33,5.5,Tuesday,Sunday
709,gothamchess,English,personality,Chess,Chess (4),4.0,8470,35202,1.0,4503,1060000,44100000,13,3.5,Tuesday,Monday
710,franciscoow,Japanese,personality,VALORANT,League of Legends,7.1,2130,8320,1.3,5271,190000,742000,56,2.3,Thursday,Monday
711,luxurygirl_c,Russian,personality,Casino,,7.2,-1277,0,1.0,140,0,0,1,1.4,Friday,Friday
712,potatozytb,French,personality,Just Chatting,Minecraft,3.0,6400,3666,1.5,1015,216000,1240000,86,1.0,Tuesday,Sunday
713,girlsluxury,Russian,personality,Casino,,6.5,30,0,1.0,130,10400,0,1,1.8,Monday,Monday
714,agustabell212,Spanish,personality,Rust,Just Chatting,6.2,1600,5368,1.3,1059,241000,8050000,70,4.4,Saturday,Friday
715,fibii,German,personality,VALORANT,Just Chatting,4.7,8300,3594,2.3,4591,800000,3460000,139,3.8,Tuesday,Sunday
716,sinder,English,personality,Just Chatting,Minecraft,4.2,5700,570,1.7,2302,232000,27300,119,3.6,Saturday,Saturday
717,luxurygirl_g,Russian,personality,Casino,,5.9,1279,0,1.0,60,1300,0,1,0.8,Saturday,Saturday
718,nobruxyx,Portuguese,personality,Slots,Virtual Casino,7.7,190,0,2.0,150,1300,0,2,0.6,Thursday,Thursday
719,frttt,Portuguese,personality,VALORANT,Apex Legends,9.7,4520,8281,1.8,12403,595000,10900000,154,5.1,Tuesday,Sunday
720,buxexa_p,Portuguese,personality,Virtual Casino,Slots,17.7,560,0,1.3,1420,1600,0,2,1.6,Tuesday,Tuesday
721,rush,English,personality,League of Legends,Teamfight Tactics,5.5,5070,22081,1.0,3819,613000,25000000,8,1.8,Tuesday,Sunday
722,worldofwarships,Spanish,esports,World of Warships,World of Warships: Legends,3.2,1770,13862,1.0,4664,311000,24300000,3,4.3,Thursday,Thursday
723,letshugotv,German,personality,Minecraft,Just Chatting,5.5,4520,1786,1.9,9967,884000,3500000,138,4.7,Sunday,Sunday
724,demon1,English,personality,VALORANT,Unreal Tournament,2.9,175,700,1.1,7600,390000,15600,14,0.8,Sunday,Monday
725,nadia,English,personality,Call of Duty: Warzone,Just Chatting,5.7,1192,4100,1.2,5203,1180000,404000,22,5.2,Monday,Sunday
726,bepofani,Russian,personality,Casino,,11.8,40,0,1.0,120,4,0,1,1.0,Wednesday,Wednesday
727,universoreality_br,Portuguese,personality,Just Chatting,Variety,8.8,4490,0,2.3,5450,24800,0,51,0.9,Tuesday,Wednesday
728,alpharad,English,personality,Pokemon Pinball,Pokemon Scarlet/Violet,4.2,1603,2585,1.2,1676,541000,1030000,94,1.0,Friday,Saturday
729,doktorfroid,German,personality,Just Chatting,Overwatch,4.3,960,7716,1.4,6344,252000,14600000,321,3.8,Monday,Saturday
730,bobbypoffgaming,English,personality,Call of Duty: Warzone,Call of Duty: Black Ops 4,10.8,2150,3774,1.2,19573,422000,7400000,46,5.7,Thursday,Sunday
731,dannyaarons,English,personality,FIFA 22,FIFA 23,3.5,1168,2238,1.2,2455,889000,1700000,34,2.3,Friday,Friday
732,orkpod,Russian,personality,World of Warcraft,Dread Hunger,4.5,1120,9303,1.4,9759,254000,20100000,635,4.8,Wednesday,Friday
733,dafran,English,personality,Overwatch,Overwatch 2,6.3,5640,21401,1.2,9452,895000,34000000,132,3.9,Thursday,Sunday
734,dishsoap,English,personality,Teamfight Tactics,Slay the Spire,5.9,2200,100,1.0,322,99100,4400,11,1.8,Saturday,Monday
735,zanoxvii,Italian,personality,FIFA 19,Just Chatting,4.7,1238,20409,2.3,8591,1820000,30100000,243,4.8,Thursday,Friday
736,rob2628,English,personality,Diablo III,Diablo IV,8.6,1930,4509,1.0,7534,151000,3520000,12,2.6,Sunday,Tuesday
737,luxurygirl_y,Russian,personality,Casino,,3.3,1850,0,1.0,70,1300,0,1,1.6,Saturday,Saturday
738,thejrm_,English,personality,Dead by Daylight,The Texas Chain Saw Massacre,5.3,3860,3227,1.0,5811,413000,3450000,28,4.4,Monday,Monday
739,esportsu,English,personality,Special Events,VALORANT,8.9,130,560,1.5,4263,6500,27700,12,2.5,Tuesday,Sunday
740,solaryhs,French,esports,Hearthstone,Legends of Runeterra,22.0,1460,42375,1.4,42099,204000,57100000,99,7.0,Tuesday,Tuesday
741,vyleja,Russian,personality,Casino,,5.4,10,0,1.0,50,1,0,1,0.2,Tuesday,Tuesday
742,cabramaravilla,Spanish,personality,League of Legends,Just Chatting,3.3,1400,4255,1.0,113,52400,1590000,14,1.2,Sunday,Sunday
743,raxxanterax,English,personality,Diablo III,Diablo IV,7.3,1240,4584,1.1,14096,244000,9030000,53,5.6,Thursday,Friday
744,mym_alkapone,Spanish,personality,Just Chatting,Minecraft,6.4,3930,20131,2.0,1265,1150000,61500000,551,5.0,Wednesday,Friday
745,tioorochitwitch,Portuguese,personality,Just Chatting,League of Legends,2.9,56,17285,1.3,1031,1530000,4720000,50,1.1,Thursday,Monday
746,irissiri129,Cantonese,personality,League of Legends,Just Chatting,6.5,3290,1357,1.8,5958,280000,1160000,28,5.4,Tuesday,Sunday
747,mipooshka,Russian,personality,Dota 2,Just Chatting,5.0,4718,24485,1.2,800,66900,343000,2,0.1,Tuesday,Friday
748,grimmmz,English,personality,Escape from Tarkov,PUBG: BATTLEGROUNDS,9.4,3580,22934,1.8,25405,1060000,64099999,544,6.8,Thursday,Sunday
749,ligue1ubereats,French,esports,FIFA 23,EA Sports FC 24,3.6,4720,17395,1.1,6730,90900,3310000,10,1.1,Wednesday,Sunday
750,mynthos,French,personality,The Binding of Isaac: Repentance,Just Chatting,5.7,1130,4261,1.8,11967,278000,10400000,1066,5.9,Sunday,Saturday
751,lexveldhuis,English,personality,Poker,Z1: Battle Royale,7.8,2930,42585,1.3,9439,322000,46700000,52,3.0,Sunday,Sunday
752,buxexa_a,Portuguese,personality,Slots,Virtual Casino,13.0,90,0,1.5,260,1300,0,2,0.7,Monday,Tuesday
753,danyetraz,French,personality,Just Chatting,Talk Shows & Podcasts,4.1,740,2965,1.0,3579,63000,2530000,30,2.6,Sunday,Saturday
754,gorilon,Spanish,personality,Fortnite,Just Chatting,2.6,3660,3348,1.1,2003,269000,2460000,13,2.5,Sunday,Saturday
755,evojapan03,Japanese,personality,Super Smash Bros. Ultimate,Guilty Gear: Strive,10.2,3727,2718,3.0,710,27500,215000,13,0.0,Saturday,Saturday
756,faiar,Romanian,personality,Just Chatting,GeoGuessr,4.5,3000,4293,1.1,2306,141000,2009999,22,2.8,Tuesday,Thursday
757,rainbow6br,Portuguese,esports,Tom Clancy's Rainbow Six Siege,Variety,4.9,5570,43627,1.0,5813,619000,48400000,3,3.1,Monday,Sunday
758,deansocool,English,personality,Grand Theft Auto V,Just Chatting,6.9,1780,495,1.4,1304,337000,9350000,146,4.9,Tuesday,Monday
759,robinsongz,English,personality,Teamfight Tactics,Just Chatting,6.1,1290,2177,1.1,6866,137000,2310000,45,4.3,Thursday,Saturday
760,bigbossboze,English,personality,Just Chatting,Overwatch,2.6,8600,3362,1.1,112,331000,1530000,40,1.1,Tuesday,Tuesday
761,jd_onlymusic,Chinese,personality,Just Chatting,Music,4.8,770,1127,1.0,2224,47300,690000,10,3.1,Wednesday,Sunday
762,knebeltv,German,personality,Star Citizen,World of Warcraft,5.1,340,5800,1.0,5429,35500,615000,31,3.3,Friday,Monday
763,phunkroyal,German,personality,Just Chatting,Variety,7.6,1340,16322,3.2,12747,279000,32400000,354,4.3,Saturday,Tuesday
764,tanzverbot,German,personality,Just Chatting,Fortnite,4.5,1396,16406,1.3,2736,772000,8990000,49,1.9,Wednesday,Saturday
765,sam1268,Chinese,personality,League of Legends,Just Chatting,4.8,3330,43121,1.2,2708,192000,24800000,42,1.5,Monday,Sunday
766,move_mind,Portuguese,personality,Grand Theft Auto V,Call of Duty: Warzone,5.6,2610,10482,2.9,6763,272000,10900000,157,3.4,Thursday,Sunday
767,skillz0r1337,Russian,personality,Just Chatting,Counter-Strike,4.3,2160,3425,2.1,5642,301000,4770000,132,3.8,Sunday,Friday
768,imod,Arabic,personality,Grand Theft Auto V,Just Chatting,3.3,1690,9160,1.7,3204,160000,871000,49,4.2,Thursday,Sunday
769,lxrsgirls,Russian,personality,Casino,,6.9,0,0,1.0,140,10500,0,1,1.1,Tuesday,Monday
770,rickyedit,Spanish,personality,Just Chatting,Fortnite,5.1,9550,1434,2.1,557,1050000,15800000,183,3.3,Tuesday,Saturday
771,putezice,Russian,personality,Casino,,17.7,4240,0,1.0,530,848,0,1,1.9,Thursday,Friday
772,fakturka,English,personality,Albion Online,Dead by Daylight,7.3,710,6320,1.3,11137,112000,996000,63,4.9,Saturday,Sunday
773,esb_dota2,Spanish,personality,Dota 2,Variety,8.9,1180,2030,1.0,4466,78200,135000,4,2.3,Sunday,Monday
774,pizfn,Italian,personality,Fortnite,Grand Theft Auto V,7.1,2830,10323,1.5,13203,752000,27500000,66,6.1,Monday,Sunday
775,clemovitch,French,personality,Just Chatting,Politics,3.5,6910,2533,1.2,4400,89100,316000,15,1.0,Friday,Thursday
776,aydan,English,personality,Call of Duty: Warzone,Fortnite,7.3,1682,34197,1.8,13949,3100000,63000000,119,5.4,Tuesday,Sunday
777,scurrows,German,personality,Grand Theft Auto V,Just Chatting,4.7,1740,4331,1.5,5008,216000,5370000,56,2.8,Saturday,Sunday
778,tinakitten,English,personality,Minecraft,Just Chatting,4.1,3744,25754,1.9,2288,1880000,12900000,105,1.7,Wednesday,Tuesday
779,datto,English,personality,Destiny 2,Destiny,5.0,4740,1599,1.5,8494,755000,20500000,136,4.4,Wednesday,Saturday
780,tpabomah,Russian,personality,Dota 2,Total War: WARHAMMER III,5.5,3590,17325,1.0,8289,563000,27100000,23,5.2,Sunday,Friday
781,burgaofps,Portuguese,personality,Escape from Tarkov,PUBG: BATTLEGROUNDS,11.4,2620,6438,1.4,13165,286000,6950000,107,3.3,Thursday,Sunday
782,premiertwo,English,personality,Just Chatting,Retro,6.4,2300,3920,1.9,4884,176000,300000,225,4.0,Thursday,Sunday
783,sutanmi,Japanese,personality,League of Legends,VALORANT,5.9,2000,13241,1.2,10248,355000,23500000,153,4.5,Sunday,Monday
784,limealicious,English,personality,Just Chatting,Monster Hunter: World,4.3,830,2263,1.4,9768,183000,5260000,474,5.8,Saturday,Saturday
785,baikincl,Spanish,personality,Just Chatting,Fortnite,2.6,1019,0,2.1,2000,85600,0,6,1.8,Tuesday,Friday
786,creamtherabbit,English,personality,ROBLOX,Counter-Strike,2.2,2131,270,1.4,1148,1010000,13000,32,4.0,Tuesday,Thursday
787,akaonikou1207,Chinese,personality,Just Chatting,Apex Legends,4.1,7270,3998,1.4,2291,420000,2310000,86,1.6,Thursday,Sunday
788,buckefps,English,personality,Fortnite,Just Chatting,5.0,7640,8341,1.2,5792,837000,9130000,38,3.4,Thursday,Sunday
789,goncho,Spanish,personality,Just Chatting,Counter-Strike,5.0,8100,25235,1.8,8657,1340000,41900000,148,4.5,Monday,Thursday
790,ennaouii,Chinese,personality,Dead by Daylight,VALORANT,6.6,2020,7940,1.7,4155,128000,505000,60,4.2,Saturday,Monday
791,zarbex,German,personality,Just Chatting,Grand Theft Auto V,5.3,1330,2100,1.8,6076,150000,236000,112,4.3,Tuesday,Monday
792,teegrizzley,English,personality,Grand Theft Auto V,Call of Duty: Warzone,4.7,1289,6305,1.4,3896,1090000,5350000,30,3.8,Wednesday,Friday
793,domenicowaccoo,Turkish,personality,Knight Online,Rise Online,4.0,2090,1555,1.2,2916,123000,9180000,10,2.3,Saturday,Friday
794,deadlyslob,English,personality,Escape from Tarkov,DayZ,6.8,1620,9237,1.5,151,415000,22700000,264,5.7,Wednesday,Tuesday
795,johnqtcs,English,personality,VALORANT,Counter-Strike,3.9,2620,8930,1.1,2962,191000,652000,27,2.6,Sunday,Tuesday
796,mrpokke,English,personality,Honkai: Star Rail,I'm Only Sleeping,6.5,2220,0,1.6,1727,61600,2,30,3.5,Sunday,Saturday
